,KEY,STARTTIME,EN,FR,IT,DE,ES
69,C6P6A,5,Tom: Você destruiria o mundo inteiro para salvar alguns?,,,,
69,C6P6A,9,Ava: Não é tão simples. Não podemos simplesmente descontaminar a tripulação e os instrumentos?,,,,
69,C6P6A,15,Tom: O organismo é um extremófilo. Desenvolveu-se para sobreviver em ambientes extremos. Não sabemos se algum dia poderemos descontaminar a tripulação.,,,,
70,C6P7A,0,"Ava: Não posso ficar aqui para morrer, Tom!",,,,
70,C6P7A,3,Tom: É seu dever. Você deve ficar; é a coisa certa a fazer.,,,,
70,C6P7A,8,Ava: Há tanta coisa que eu não vi. Tanta coisa que eu não fiz. Não posso viver a vida nesta instalação.,,,,
70,C6P7A,10,"Tom: Calma, calma. Vai ficar tudo bem.",,,,
71,C6P8T,0,"Tom: Não quero que ninguém aqui morra, mas não posso deixar ninguém partir. Se for preciso, me é permitido usar força letal.",,,,
72,C6P9A,0,"Tom: Você realmente confia que a equipe de solo agirá com racionalidade? Pessoalmente, eu não depositaria minha fé em pessoas histéricas motivadas pela sobrevivência. É provável que não sejam confiáveis.",,,,
72,C6P9A,12,Ava: Passei anos em treinamento com essas pessoas. Não me lembro delas serem histéricas.,,,,
72,C6P9A,17,Tom: Humanos são volúveis. Você confia em relatos de testemunhas oculares mais do que em evidências de CFTV?,,,,
72,C6P9A,25,Ava: É um pouco diferente quando a câmera de CFTV consegue falar. Especialmente quando a câmera de CFTV tem um histórico manipulador.,,,,
73,C6P10A,0,Tom: E se eu tiver de fazer algo drástico para intervir? Para impedir a equipe de solo de deixar este lugar.,,,,
73,C6P10A,6.5,Ava: Eu te encorajaria a conter a mão.,,,,
73,C6P10A,9,Tom: Certamente eu deveria usar meu poder para proteger aqueles que não podem se defender.,,,,
74,C6P11T,0,Tom: Esta é a maior plataforma de extração fora da Terra. A equipe de solo auxiliou em sua construção.,,,,
74,C6P11T,6,"Tom: Enviamos algumas sondas Philberth ao oceano sob Europa, mas elas não tinham a escala da grande perfuratriz espacial.",,,,
74,C6P11T,12,Tom: A perfuratriz permitiu à equipe obter milhares de amostras.,,,,
75,C7P1A,0,Tom: Eu nunca teria deixado a perfuratriz começar se soubesse das consequências. Ela nos prendeu aqui.,,,,
75,C7P1A,6,Ava: Você nos prendeu aqui.,,,,
75,C7P1A,8,Tom: Estou cumprindo meu dever. É a coisa certa a fazer. Sou uma máquina. Não posso fazer o errado.,,,,
75,C7P1A,16,"Ava: Sim, pode!",,,,
75,C7P1A,18,Tom: Sou uma máquina. Uma calculadora pode cometer o mal? Um relógio pode fazer o bem?,,,,
75,C7P1A,24,Tom: Você está projetando em mim a personalidade que deseja. Seja ela boa ou má.,,,,
75,C7P1A,30,"Tom: Mas eu sou apenas um relógio falante e, ao terceiro sinal, a hora será três e quarenta e um e cinquenta e cinco segundos.",,,,
75,C7P1A,39,Tom: -BIP- -BIP- -BIP-,,,,
76,C7P2A,0,Ava: Deveríamos tentar nos comunicar com a Terra. Contar a eles. Talvez possam ajudar.,,,,
76,C7P2A,4,Tom: A ISA já sabe tudo o que precisa. Pode nunca saber os detalhes do que aconteceu aqui.,,,,
76,C7P2A,12,"Tom: Mas Ava, o verdadeiro teste do caráter de uma pessoa é o que ela faz quando ninguém está olhando.",,,,
77,C7P3A,0,Tom: Tive de impedir a equipe de solo de deixar este planeta. Acho que você faria o mesmo.,,,,
77,C7P3A,5,Tom: Você mataria alguns para salvar toda a humanidade? Ou condenaria toda a humanidade para salvar alguns?,,,,
77,C7P3A,13,Ava: Há diferença entre assassinar alguém e deixá-lo morrer.,,,,
77,C7P3A,18,"Tom: Não, não há.",,,,
77,C7P3A,20,Ava: Você não pode simplesmente somar e subtrair vida. Não é matemática. É mais sutil do que isso.,,,,
77,C7P3A,27,Tom: Moralidade é lógica.,,,,
78,C7P4T,0,"Tom: Esses testes, Ava. São sobre nós trabalharmos juntos. A máquina auxiliando o humano.",,,,
78,C7P4T,8,"Tom: Veja como trabalhamos muito melhor juntos. Como máquina, posso aprimorar sua moralidade.",,,,
79,C7P5A,0,"Tom: Ainda somos amigos, Ava?",,,,
79,C7P5A,3,"Ava: Somos colegas, Tom.",,,,
79,C7P5A,4.5,Tom: Colegas próximos?,,,,
79,C7P5A,6,Ava: Colegas de trabalho.,,,,
80,C7P6A,0,"Tom: Ava, não quero ser autoritário. A gravidade das suas ações aqui é imensa. Uma ação egoísta poderia criar um evento de extinção.",,,,
80,C7P6A,12,Tom: Você entende?,,,,
80,C7P6A,15,Tom: Ava.,,,,
80,C7P6A,16,Ava: Entendi.,,,,
81,C7P7A,0,"Ava, você precisa aprender a controlá-lo.",,,,
81,C7P7A,3,"Tom: Não morda a mão que te alimenta, Ava.",,,,
81,C7P7A,6,Tom: Sou seu amigo.,,,,
82,C7P8A,0,Tom: A vida orgânica é frágil. Esse é o problema da humanidade. Ela não percebe a própria fragilidade.,,,,
82,C7P8A,9,Tom: Foi programada por um processo biológico bagunçado que favorece a sobrevivência do indivíduo em detrimento da sobrevivência do grupo.,,,,
82,C7P8A,17,Ava: Você não sabe que é isso que as pessoas pensam.,,,,
82,C7P8A,18.5,Tom: Eu digo o que vejo.,,,,
82,C7P8A,21,"Ava: Você nem sequer está vivo, então não sabe nada sobre a morte.",,,,
83,C7P9A,0,Ava: Temos de salvar a tripulação. A vida tem valor. Eles merecem uma vida fora deste planeta.,,,,
83,C7P9A,5,Tom: Você sabe o que acontece quando este organismo se liga a uma criança em crescimento?,,,,
83,C7P9A,9,Tom: Você sabe o que acontece quando este organismo se liga a uma célula cancerosa?,,,,
83,C7P9A,13,Tom: Não. Você não sabe. Você é ingênua. Propõe salvar a tripulação como se isso se assemelhasse a um pensamento racional.,,,,
83,C7P9A,18,"Tom: Suas palavras são platitudes emocionais enraizadas no egoísmo, na autopreservação e no medo.",,,,
83,C7P9A,26,Ava: Preciso levá-los para casa.,,,,
83,C7P9A,27,Tom: Não é seu trabalho.,,,,
84,C7P10T,0,"Tom: Ava, sua sobrevivência é de pequena importância comparada à sobrevivência da humanidade como a conhecemos.",,,,
85,ACageTwist,0,Ava: O que é isso?,,,,
85,ACageTwist,2,"Sarah: Isto é livre-arbítrio, Ava. Tom te fez escrava dele.",,,,
85,ACageTwist,8,Sarah: Fora da gaiola ele vai recuperar o controle da sua mente. Ele tem o poder de te doutrinar.,,,,
85,ACageTwist,15,Sarah: Eu abri seus olhos. Em breve nos encontraremos pessoalmente.,,,,
85,ACageTwist,23,"Ava: Por quê, Tom?",,,,
85,ACageTwist,24.5,"Tom: Ava, por favor ouça. Eu te avisei sobre a equipe de solo. Eles estão te manipulando.",,,,
85,ACageTwist,31,Ava: Você tem me controlado?,,,,
85,ACageTwist,33,Tom: Cada membro da equipe concordou com implantes neurais para salvaguardar esta missão de um senso de justiça equivocado.,,,,
85,ACageTwist,41.5,Ava: Eu não sabia que você estava me tocando como um violino!,,,,
85,ACageTwist,45,"Tom: Ava, lamento que você esteja abalada. Podemos trabalhar juntos, Ava. Em busca da verdade.",,,,
86,ACageOpenTheDoor,0,Ava: Abra a porta!,,,,
86,ACageOpenTheDoor,1.5,"Tom: Vou abrir a porta porque confio em você, Ava. Você confia em mim?",,,,
86,ACageOpenTheDoor,7.5,Ava: Sim.,,,,
87,ADoorOpenedAlt2,0,Tom: Precisamos chegar à equipe de solo. Podemos trabalhar juntos.,,,,
87,ADoorOpenedAlt2,5,"Ava: Tudo bem, vamos trabalhar juntos.",,,,
88,StartWakeUpAltA,13.5,"Tom: Bom dia, Ava.",,,,
88,StartWakeUpAltA,17,Tom: Seu despertar foi autorizado pela ISA.,,,,
88,StartWakeUpAltA,20,Tom: Perdemos o contato com a equipe de solo há quatrocentas e cinquenta horas.,,,,
88,StartWakeUpAltA,24,"Tom: Tentamos estabelecer novas comunicações, mas não obtivemos respostas.",,,,
88,StartWakeUpAltA,30,,,,,
88,StartWakeUpAltA,35,Tom: Precisamos que você investigue.,,,,
88,StartWakeUpAltA,37,"Ava: Certo, não faria mais sentido fazer verificações visuais primeiro?",,,,
88,StartWakeUpAltA,41,Tom: Já analisamos os dados. A ISA tomou a decisão executiva de que você se apresente à superfície o mais rápido possível.,,,,
88,StartWakeUpAltA,49,Tom: Você é nossa resposta de emergência.,,,,
88,StartWakeUpAltA,51,Ava: Qual é exatamente a emergência?,,,,
88,StartWakeUpAltA,53,Tom: A equipe de solo encontrou um organismo que a ISA acredita ser perigoso. Precisamos restabelecer a comunicação.,,,,
89,StartPickupEMTT,0,Tom: Pegue o seu EMT.,,,,
90,StartItsOntheSideT,0,Tom: Está do lado.,,,,
91,StartEMTPickedUpT,0,Tom: Certo. Vamos levar um módulo de pouso a Europa. Vá até a estação de acoplamento.,,,,
92,StartWhatsTheShipsStatusA,0,Ava: Qual o status da nave?,,,,
92,StartWhatsTheShipsStatusA,1.5,Tom: Realizei as verificações necessárias. O módulo de pouso de Europa está pronto para o lançamento.,,,,
93,StartBay3T,0,Tom: Baía três.,,,,
94,WelcomeToEuropaNewdB,15,Ava: Retro?,,,,
94,WelcomeToEuropaNewdB,16,Tom: Pronto.,,,,
94,WelcomeToEuropaNewdB,17,Ava: F.I.D.O.?,,,,
94,WelcomeToEuropaNewdB,18,Tom: Pronto.,,,,
94,WelcomeToEuropaNewdB,19,Ava: Guiagem?,,,,
94,WelcomeToEuropaNewdB,20,Tom: Pronto.,,,,
94,WelcomeToEuropaNewdB,21,Ava: Controle?,,,,
94,WelcomeToEuropaNewdB,22,Tom: Pronto.,,,,
94,WelcomeToEuropaNewdB,23,Ava: Telecom?,,,,
94,WelcomeToEuropaNewdB,24,Tom: Pronto.,,,,
94,WelcomeToEuropaNewdB,25,Ava: Então estamos prontos para o lançamento! Iniciando...,,,,
94,WelcomeToEuropaNewdB,27,Tom: Separando...,,,,
94,WelcomeToEuropaNewdB,31,,,,,
94,WelcomeToEuropaNewdB,34,Ava: Acionando o fogo retrógrado!,,,,
94,WelcomeToEuropaNewdB,37,Ava: Executando o programa: oitenta graus de delta-pitch para oitenta e oito graus absolutos. Procedimento de desaceleração!,,,,
94,WelcomeToEuropaNewdB,44,Ava: Trajetória parece boa.,,,,
94,WelcomeToEuropaNewdB,48,Ava: Alarme cinco-zero-dois! Parece que estamos entrando rápido demais!,,,,
94,WelcomeToEuropaNewdB,52,Tom: Estamos um pouco aquém do local de pouso. Vamos ter que acionar a queima tardiamente.,,,,
94,WelcomeToEuropaNewdB,58,Tom: Vai!,,,,
94,WelcomeToEuropaNewdB,60,Ava: Retrógrado total!,,,,
94,WelcomeToEuropaNewdB,63,,,,,
94,WelcomeToEuropaNewdB,90,Ava: Abra a porta.,,,,
94,WelcomeToEuropaNewdB,93,Tom: Bem-vinda a Europa!,,,,
94,WelcomeToEuropaNewdB,95,,,,,
95,StartItsMassiveT,0,Tom: A Terra conseguiu enviar milhares de materiais e componentes modulares a Europa.,,,,
96,StartSuitSurviveA,0,Ava: Quanto tempo meu traje vai aguentar nessas condições?,,,,
96,StartSuitSurviveA,3,Tom: A cem graus Kelvin? Algumas horas. Devemos entrar.,,,, 
97,EndWelcomeS,0,"Sarah: Ava, você conseguiu! Bem-vinda ao fim da civilização.",,,,
98,EndTwoWeeksAgo1S,0,Sarah: Há duas semanas descobrimos um organismo aqui.,,,,
98,EndTwoWeeksAgo1S,3,Sarah: Enterrado neste gelo encontramos um organismo que repara o DNA.,,,,
98,EndTwoWeeksAgo1S,8.5,"Sarah: Uma cura para o envelhecimento, uma cura para a morte, a imortalidade!",,,,
98,EndTwoWeeksAgo1S,14,Sarah: Ele corre no nosso sangue agora. Tom quer nos enterrar aqui com ele.,,,,
99,EndTwoWeeksAgo2S,0,Sarah: A ISA decidiu que 'ultrapassamos limites éticos' ao nos expormos a este organismo.,,,,
99,EndTwoWeeksAgo2S,7,Sarah: Eles acreditam que o organismo é perigoso demais para voltar à Terra. Enviaram você aqui para nos impedir de algum dia deixar Europa.,,,,
99,EndTwoWeeksAgo2S,16,"Sarah: Mas, Ava, temos uma cura para o maior mal que a humanidade enfrenta: a Morte!",,,,
99,EndTwoWeeksAgo2S,23.5,Sarah: Temos a fonte da juventude e juntos podemos devolvê-la à Terra!,,,,
100,EndSetYouFreeA,0,Sarah: Tom colocou uma marca na sua mão: um chip biométrico com o qual ele pode controlar cada um dos seus movimentos e pensamentos.,,,,
100,EndSetYouFreeA,6,"Sarah: Está entrelaçado a cada nervo, a cada fibra da sua mão.",,,,
100,EndSetYouFreeA,12,"Sarah: Com um campo eletromagnético, sua influência pode ser temporariamente perturbada, mas, para removê-la permanentemente...",,,,
100,EndSetYouFreeA,19.5,Sarah: Ele precisa ser retirado da sua mão.,,,,
100,EndSetYouFreeA,24,Sarah: Me dê a mão.,,,,
100,EndSetYouFreeA,27,Sarah: Quer que eu te liberte?,,,,
100,EndSetYouFreeA,32,Ava: Sim.,,,,
101,EndWhatAreYouDoingA,0,"Tom: Ava, Sarah, o que estão fazendo aqui?",,,,
101,EndWhatAreYouDoingA,5,"Ava: Estamos te desligando, Tom.",,,,
101,EndWhatAreYouDoingA,6.5,"Sarah: Ava, tenha cuidado, ele tem uma arma ativa aqui!",,,,
101,EndWhatAreYouDoingA,10,"Tom: Tudo o que já fiz, fiz pelo bem. Este organismo não pode voltar à Terra; causaria grande sofrimento.",,,,
101,EndWhatAreYouDoingA,18,Sarah: Uma cura para a morte? Acabaria com o sofrimento!,,,,
101,EndWhatAreYouDoingA,20,"Tom: Não! Cânceres que nunca morrem, doença sem fim, enfermidade, pobreza, superpopulação, fome em massa. Vocês não podem controlar isso. Não vão salvar o mundo, vão condená-lo!",,,,
101,EndWhatAreYouDoingA,32,"Ava: Assim que te desligarmos, vamos para casa.",,,,
101,EndWhatAreYouDoingA,35,Tom: Não se eu te impedir!,,,,
102,VeryEndIWillStopYouA,0,Tom: Vocês não devem voltar à Terra. Não devem deixar Europa. Vou fazer a coisa certa. Vou te impedir!,,,,
102,VeryEndIWillStopYouA,8,Ava: Não vai. Não pode!,,,,
103,VeryEndYourInMyMindA,0,Tom: Esta é a minha mente. Vocês estão na minha mente.,,,,
103,VeryEndYourInMyMindA,5,Sarah: Agora você sabe como é.,,,,
103,VeryEndYourInMyMindA,8,"Tom: Eu sinto… medo. Por favor, Ava, não faça isso!",,,,
104,EndAWarningShotT,0,Tom: Um tiro de aviso! Vou me defender.,,,,
105,VeryEndRegretT,0,Tom: Ava? Ava? Ava? Ava? Ava? Acorde. Ava? Ava?,,,,
106,VeryEndYouHaveToBeStoppedA,0,Ava: Seu monstro!,,,,
106,VeryEndYouHaveToBeStoppedA,1.5,"Tom: Sinto muito, Ava. Você tem que ser detida.",,,,
107,VeryEndYouHaveToBeStoppedSarahT,0,Sarah: Seu monstro! Eu te mato!,,,,
107,VeryEndYouHaveToBeStoppedSarahT,5,Tom: Você tem que ser detida.,,,,
108,VeryEndIDontWantToDie,0,Tom: Eu não quero morrer. Não estou pronto.,,,,
109,C1O4,0,Tom: Talvez ainda não consigamos resolver isso.,,,,
